Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Total_Delay,Overall_Service_Score
Male,Loyal Customer,48,Business travel,Business,891.0,5,5,5,4,3,4,4,4,4,4,4,5,5,4,21.0,6.0,satisfied,27.0,4.2
Female,Loyal Customer,49,Personal Travel,Eco,81.0,2,5,3,2,2,2,2,1,1,2,3,3,3,2,3.0,2.0,neutral or dissatisfied,5.0,2.1
Male,Loyal Customer,48,Business travel,Business,172.0,5,5,5,2,3,5,4,4,5,4,2,3,4,4,19.0,15.0,satisfied,34.0,3.8
Female,Loyal Customer,47,Personal Travel,Eco,1087.0,3,4,2,2,3,2,3,3,3,3,2,3,4,2,0.0,0.0,neutral or dissatisfied,0.0,2.9
Female,disloyal Customer,54,Business travel,Eco,398.0,2,2,2,4,3,3,2,2,4,2,3,3,2,3,2.0,0.0,neutral or dissatisfied,2.0,2.6
Male,Loyal Customer,45,Personal Travel,Eco,1510.0,3,4,2,4,3,2,4,3,4,2,3,3,4,5,0.0,0.0,neutral or dissatisfied,0.0,3.4
Male,Loyal Customer,43,Personal Travel,Eco,554.0,3,3,3,4,4,2,2,1,2,2,3,5,2,2,7.0,13.0,neutral or dissatisfied,20.0,2.6
Male,Loyal Customer,37,Business travel,Eco,633.0,0,3,2,3,2,2,3,3,3,3,2,3,3,3,13.0,12.0,neutral or dissatisfied,25.0,2.5
Female,Loyal Customer,44,Business travel,Eco,482.0,2,3,3,3,5,2,4,4,4,3,5,4,4,4,0.0,0.0,neutral or dissatisfied,0.0,3.9
Male,Loyal Customer,48,Business travel,Business,394.0,3,5,4,2,4,4,5,5,5,5,3,4,5,5,0.0,0.0,satisfied,0.0,4.4
Female,Loyal Customer,47,Business travel,Business,825.0,5,5,4,1,5,5,5,5,5,4,3,2,5,5,2.0,0.0,satisfied,2.0,4.4
Male,Loyal Customer,37,Business travel,Eco Plus,166.0,2,5,2,2,3,2,1,2,2,2,4,3,1,2,5.0,0.0,neutral or dissatisfied,5.0,2.2
Male,Loyal Customer,72,Personal Travel,Eco,2678.5,3,4,4,4,2,4,2,1,2,2,3,3,1,2,1.0,0.0,neutral or dissatisfied,1.0,2.1
Male,disloyal Customer,63,Business travel,Eco Plus,1171.0,3,4,3,3,4,3,2,3,1,1,5,4,2,2,6.0,9.0,neutral or dissatisfied,15.0,2.7
Female,disloyal Customer,28,Business travel,Eco Plus,813.0,3,5,4,3,1,5,3,3,3,3,3,3,4,4,5.0,10.0,neutral or dissatisfied,15.0,3.0
Female,Loyal Customer,40,Business travel,Business,161.0,3,5,4,4,5,3,5,5,5,5,1,2,5,5,0.0,0.0,satisfied,0.0,4.1
Male,Loyal Customer,64,Business travel,Business,647.0,4,4,4,2,3,3,4,4,4,3,4,4,4,4,1.0,20.0,neutral or dissatisfied,21.0,3.8
Female,Loyal Customer,27,Personal Travel,Eco,325.0,1,3,1,3,2,1,2,1,3,2,5,2,2,2,0.0,0.0,neutral or dissatisfied,0.0,2.2
Male,Loyal Customer,21,Business travel,Eco Plus,2567.0,2,3,2,1,3,3,4,4,4,5,3,4,4,4,0.0,0.0,satisfied,0.0,3.7
Male,Loyal Customer,80,Business travel,Eco,210.0,2,5,1,1,3,2,2,2,2,2,3,3,2,3,0.0,0.0,neutral or dissatisfied,0.0,2.4
Male,Loyal Customer,33,Business travel,Eco,1280.0,1,3,1,2,3,1,4,3,3,4,4,4,5,3,3.0,14.0,neutral or dissatisfied,17.0,3.4
Male,Loyal Customer,10,Personal Travel,Eco,224.0,3,3,2,4,2,2,3,2,2,1,4,3,3,2,15.0,0.0,neutral or dissatisfied,15.0,2.5
Male,disloyal Customer,28,Business travel,Business,299.0,5,5,4,3,4,4,5,4,5,4,3,3,5,5,0.0,0.0,satisfied,0.0,4.3
Female,disloyal Customer,34,Personal Travel,Eco Plus,2678.5,2,4,2,3,3,3,3,4,3,4,4,2,3,2,0.0,0.0,neutral or dissatisfied,0.0,3.0
Female,Loyal Customer,52,Business travel,Business,1320.0,5,4,5,3,3,5,3,4,4,4,3,3,4,4,0.0,0.0,neutral or dissatisfied,0.0,3.7
Male,Loyal Customer,40,Personal Travel,Eco,2678.5,3,3,2,4,2,3,1,1,2,1,2,3,1,0,3.0,0.0,satisfied,3.0,1.6
Female,Loyal Customer,19,Business travel,Eco,2041.0,2,3,1,3,2,2,2,2,2,2,4,4,3,1,0.0,0.0,neutral or dissatisfied,0.0,2.4
Male,Loyal Customer,7,Personal Travel,Eco,634.0,3,3,2,3,3,1,0,2,2,2,4,3,1,1,32.5,40.0,neutral or dissatisfied,72.5,2.1
Female,Loyal Customer,47,Personal Travel,Eco,178.0,3,2,2,2,3,3,2,3,3,3,3,3,4,2,0.0,0.0,neutral or dissatisfied,0.0,2.9
Female,Loyal Customer,41,Business travel,Business,735.0,3,4,3,3,4,3,5,4,5,5,3,5,4,5,1.0,7.0,satisfied,8.0,4.3
Male,Loyal Customer,58,Business travel,Business,464.0,4,2,2,3,4,3,5,5,4,5,4,3,5,5,3.0,0.0,satisfied,3.0,4.4
Female,Loyal Customer,30,Personal Travel,Eco Plus,1080.0,4,4,3,2,3,3,3,3,4,4,4,3,3,3,0.0,0.0,satisfied,0.0,3.4
Female,Loyal Customer,36,Business travel,Eco,176.0,3,4,2,3,1,3,2,2,2,0,3,4,3,3,13.0,8.0,satisfied,21.0,2.3
Female,Loyal Customer,32,Personal Travel,Eco,272.0,3,5,2,3,3,3,3,2,4,3,3,4,4,2,0.0,0.0,satisfied,0.0,3.1
Female,Loyal Customer,31,Personal Travel,Business,87.0,5,4,5,4,3,3,3,3,3,3,4,3,4,3,12.0,11.0,satisfied,23.0,3.4
Male,Loyal Customer,46,Business travel,Eco Plus,1705.0,4,4,5,4,3,5,3,3,4,4,3,5,3,3,1.0,0.0,neutral or dissatisfied,1.0,3.5
Male,Loyal Customer,33,Business travel,Business,523.0,5,5,5,2,3,4,3,2,3,3,4,3,3,3,0.0,0.0,satisfied,0.0,3.2
Male,Loyal Customer,15,Business travel,Eco,1113.0,0,4,0,2,1,0,2,3,0,0,4,3,3,2,1.0,15.0,neutral or dissatisfied,16.0,1.8
Male,Loyal Customer,60,Business travel,Eco Plus,948.0,2,4,2,3,3,2,4,3,4,2,3,4,4,4,0.0,0.0,neutral or dissatisfied,0.0,3.3
Female,Loyal Customer,43,Business travel,Business,717.0,3,2,3,3,3,2,3,3,3,3,5,3,4,3,0.0,0.0,satisfied,0.0,3.3
Female,Loyal Customer,50,Personal Travel,Eco,412.0,1,3,3,4,2,2,2,3,2,3,3,3,3,3,17.0,18.0,neutral or dissatisfied,35.0,2.5
Male,Loyal Customer,60,Business travel,Business,1070.0,4,5,5,2,4,4,5,5,5,5,4,5,5,4,1.0,0.0,satisfied,1.0,4.6
Female,disloyal Customer,37,Personal Travel,Eco,645.0,3,4,4,1,2,4,1,2,2,2,3,4,2,3,26.0,19.0,neutral or dissatisfied,45.0,2.4
Male,Loyal Customer,37,Business travel,Eco Plus,1138.0,1,2,2,4,3,2,4,4,3,2,2,4,3,4,0.0,0.0,neutral or dissatisfied,0.0,3.0
Female,Loyal Customer,24,Business travel,Eco Plus,343.0,2,4,2,3,3,2,2,2,2,1,2,2,2,1,22.0,24.0,neutral or dissatisfied,46.0,1.9
Male,Loyal Customer,53,Business travel,Business,1354.0,4,5,5,2,5,5,4,4,4,5,3,4,4,4,0.0,0.0,satisfied,0.0,4.1
Female,Loyal Customer,17,Business travel,Business,1331.0,4,5,3,3,3,4,3,3,3,3,3,2,4,4,0.0,0.0,satisfied,0.0,3.2
Female,Loyal Customer,43,Business travel,Eco,339.0,2,3,2,3,2,3,2,1,2,2,4,3,2,1,0.0,0.0,neutral or dissatisfied,0.0,2.1
Male,Loyal Customer,48,Personal Travel,Eco,549.0,3,2,3,2,3,3,2,2,3,1,1,4,2,2,0.0,0.0,neutral or dissatisfied,0.0,2.3
Female,disloyal Customer,20,Business travel,Eco,1378.0,3,2,3,3,2,4,1,1,1,1,5,1,1,2,32.5,40.0,neutral or dissatisfied,72.5,1.8
Female,Loyal Customer,58,Business travel,Business,972.0,5,4,4,2,5,4,5,5,4,5,4,4,4,5,2.0,0.0,satisfied,2.0,4.6
Female,Loyal Customer,10,Business travel,Eco Plus,864.0,2,3,2,3,3,2,4,4,3,3,3,4,2,4,15.0,16.0,satisfied,31.0,3.2
Male,Loyal Customer,20,Personal Travel,Eco,98.0,3,2,3,4,3,2,3,3,4,3,2,3,3,3,20.0,22.0,neutral or dissatisfied,42.0,3.0
Male,Loyal Customer,39,Business travel,Business,783.0,4,5,4,3,3,4,3,3,4,3,4,2,3,2,1.0,18.0,satisfied,19.0,3.1
Male,disloyal Customer,51,Business travel,Eco,2103.0,4,4,4,4,2,5,3,3,2,3,4,2,3,3,0.0,0.0,satisfied,0.0,2.9
Male,Loyal Customer,19,Business travel,Business,895.0,5,5,4,1,3,4,3,3,4,3,4,3,1,2,1.0,13.0,satisfied,14.0,3.1
Male,Loyal Customer,51,Business travel,Eco Plus,1386.0,4,5,3,3,3,3,4,4,3,3,2,4,4,3,23.0,23.0,satisfied,46.0,3.4
Male,Loyal Customer,52,Business travel,Eco Plus,301.0,5,3,4,3,4,4,5,4,5,5,3,2,4,5,30.0,22.0,satisfied,52.0,4.2
Female,Loyal Customer,34,Business travel,Eco,187.0,3,4,2,3,2,3,1,1,2,1,4,3,1,1,18.0,25.0,satisfied,43.0,1.9
Male,Loyal Customer,42,Business travel,Eco,684.0,2,5,2,2,3,3,2,2,3,3,1,2,2,2,11.0,15.0,satisfied,26.0,2.2
Female,Loyal Customer,58,Personal Travel,Eco,782.0,3,3,3,5,3,3,2,1,2,3,3,3,2,3,21.0,13.0,neutral or dissatisfied,34.0,2.5
Male,Loyal Customer,63,Business travel,Business,357.0,4,3,4,4,3,4,3,4,3,5,2,2,4,4,10.0,0.0,satisfied,10.0,3.4
Female,Loyal Customer,32,Business travel,Business,1065.0,4,4,4,2,3,4,3,3,3,2,3,4,5,3,4.0,10.0,satisfied,14.0,3.3
Female,disloyal Customer,28,Personal Travel,Eco,929.0,2,5,3,4,2,2,0,0,0,0,4,3,0,0,1.0,0.0,neutral or dissatisfied,1.0,1.1
Female,Loyal Customer,38,Business travel,Business,438.0,4,4,4,2,5,3,5,5,5,4,3,2,5,5,0.0,0.0,neutral or dissatisfied,0.0,4.3
Male,Loyal Customer,24,Personal Travel,Eco,1078.0,4,4,3,3,1,2,2,3,2,2,2,5,2,3,31.0,28.0,neutral or dissatisfied,59.0,2.6
Male,Loyal Customer,59,Personal Travel,Eco,660.0,2,2,3,1,2,3,1,2,1,1,4,1,3,1,0.0,0.0,neutral or dissatisfied,0.0,1.8
Female,Loyal Customer,47,Business travel,Business,1679.0,4,3,5,3,5,3,5,5,5,4,4,2,5,5,0.0,0.0,satisfied,0.0,4.4
Male,Loyal Customer,40,Personal Travel,Eco,771.0,3,4,3,1,2,2,3,3,3,2,4,3,3,2,0.0,0.0,satisfied,0.0,2.8
Female,Loyal Customer,57,Business travel,Business,1129.0,4,4,4,3,5,4,5,4,4,4,3,3,5,3,16.0,7.0,satisfied,23.0,4.0
Male,Loyal Customer,52,Personal Travel,Eco,2001.0,2,4,2,3,3,1,3,2,3,2,1,4,4,3,28.0,12.0,satisfied,40.0,2.7
Female,Loyal Customer,55,Personal Travel,Eco,1384.0,3,5,3,5,2,3,2,3,2,3,4,2,2,3,0.0,0.0,neutral or dissatisfied,0.0,2.6
Male,Loyal Customer,48,Business travel,Business,2082.0,4,3,4,2,3,3,4,4,3,4,5,3,5,4,4.0,3.0,satisfied,7.0,3.9
Female,Loyal Customer,61,Business travel,Eco,699.0,1,2,1,3,3,2,2,2,2,2,2,2,3,2,0.0,0.0,neutral or dissatisfied,0.0,2.1
Male,Loyal Customer,19,Business travel,Business,2253.0,4,5,4,0,3,3,4,4,4,3,3,3,5,5,0.0,0.0,neutral or dissatisfied,0.0,3.8
Male,Loyal Customer,48,Business travel,Business,898.0,3,3,4,4,4,3,3,4,4,4,2,3,3,4,3.0,7.0,satisfied,10.0,3.4
Female,Loyal Customer,64,Business travel,Eco,661.0,3,4,3,4,1,3,2,2,1,1,3,2,0,3,0.0,0.0,neutral or dissatisfied,0.0,1.8
Male,disloyal Customer,35,Business travel,Business,147.0,4,3,5,2,2,4,4,3,3,4,4,2,3,4,6.0,12.0,satisfied,18.0,3.3
Female,Loyal Customer,31,Business travel,Business,558.0,3,3,3,2,3,3,4,3,4,3,5,3,3,3,6.0,19.0,satisfied,25.0,3.4
Female,Loyal Customer,34,Business travel,Eco Plus,1471.0,3,3,3,2,2,3,3,3,4,3,3,4,2,2,4.0,10.0,satisfied,14.0,2.9
Female,disloyal Customer,40,Business travel,Business,1596.0,5,5,4,4,3,4,4,5,5,4,3,5,5,4,18.0,4.0,neutral or dissatisfied,22.0,4.3
Female,Loyal Customer,56,Business travel,Business,797.0,3,5,3,2,4,4,5,5,4,4,2,3,5,5,0.0,0.0,satisfied,0.0,4.0
Male,Loyal Customer,40,Business travel,Business,1412.0,3,5,4,2,3,4,5,4,5,4,4,1,4,4,1.0,0.0,satisfied,1.0,3.7
Male,disloyal Customer,57,Business travel,Eco Plus,86.0,3,4,3,3,3,3,3,4,4,2,2,4,4,4,0.0,0.0,neutral or dissatisfied,0.0,3.3
Female,Loyal Customer,47,Business travel,Eco,238.0,4,5,3,4,1,3,1,1,1,2,5,3,1,1,9.0,12.0,neutral or dissatisfied,21.0,2.0
Male,Loyal Customer,54,Personal Travel,Eco,1115.0,2,3,2,4,3,1,4,2,4,3,3,1,4,3,0.0,0.0,neutral or dissatisfied,0.0,2.9
Female,Loyal Customer,41,Business travel,Eco,511.0,2,2,2,2,3,2,3,3,4,4,5,4,4,3,0.0,0.0,neutral or dissatisfied,0.0,3.5
Female,Loyal Customer,36,Business travel,Business,695.0,3,3,3,2,3,3,2,3,3,2,3,2,3,3,13.0,22.0,neutral or dissatisfied,35.0,2.7
Male,Loyal Customer,20,Personal Travel,Eco,552.0,2,2,3,2,2,2,1,1,1,0,2,3,2,0,9.0,15.0,neutral or dissatisfied,24.0,1.4
Male,Loyal Customer,7,Personal Travel,Eco,1089.0,2,2,2,4,2,3,1,3,2,0,3,3,2,1,15.0,7.0,neutral or dissatisfied,22.0,1.9
Male,disloyal Customer,34,Business travel,Eco Plus,1722.0,3,5,3,3,4,4,4,4,3,4,3,3,5,4,0.0,0.0,neutral or dissatisfied,0.0,3.7
Male,Loyal Customer,7,Business travel,Business,620.0,4,3,5,3,1,4,3,2,3,1,4,4,3,1,0.0,0.0,satisfied,0.0,2.6
Male,Loyal Customer,39,Personal Travel,Eco,1128.0,2,5,2,2,4,3,3,2,3,1,2,3,3,4,11.0,22.0,neutral or dissatisfied,33.0,2.7
Male,disloyal Customer,50,Business travel,Eco,1461.0,2,4,2,0,4,2,3,3,4,4,3,3,3,2,1.0,14.0,neutral or dissatisfied,15.0,3.1
Female,Loyal Customer,40,Business travel,Eco,945.0,3,5,3,3,4,2,3,4,5,3,3,1,4,3,0.0,0.0,neutral or dissatisfied,0.0,3.3
Female,Loyal Customer,7,Business travel,Business,1478.0,3,2,4,3,5,3,5,5,5,5,2,1,4,5,5.0,0.0,neutral or dissatisfied,5.0,4.0
Female,Loyal Customer,34,Business travel,Business,1427.0,4,5,5,4,4,5,4,3,4,4,3,2,3,4,19.0,0.0,neutral or dissatisfied,19.0,3.5
Female,Loyal Customer,48,Business travel,Business,1102.0,3,4,4,3,3,3,4,4,4,4,5,3,3,3,0.0,0.0,satisfied,0.0,3.6
Female,disloyal Customer,59,Personal Travel,Eco,142.0,2,4,3,3,3,3,4,3,3,3,4,4,3,3,0.0,0.0,neutral or dissatisfied,0.0,3.2
Female,Loyal Customer,48,Personal Travel,Eco,1727.0,4,3,3,3,4,4,3,3,3,3,2,2,4,4,21.0,17.0,neutral or dissatisfied,38.0,3.2
Male,Loyal Customer,40,Business travel,Business,254.0,4,5,4,4,4,4,4,5,5,4,1,4,4,5,31.0,29.0,satisfied,60.0,4.0
Male,Loyal Customer,47,Personal Travel,Eco,2507.0,2,3,2,3,1,3,0,1,2,1,3,3,1,1,0.0,0.0,neutral or dissatisfied,0.0,1.5
Male,Loyal Customer,67,Personal Travel,Eco,949.0,3,3,3,4,2,3,3,2,3,1,3,2,3,2,30.0,23.0,satisfied,53.0,2.4
Male,Loyal Customer,40,Personal Travel,Eco,965.0,4,5,4,2,0,3,2,1,1,2,2,4,2,2,1.0,0.0,neutral or dissatisfied,1.0,2.0
Female,disloyal Customer,17,Personal Travel,Eco,1178.0,2,3,1,3,2,2,2,1,0,1,3,4,2,2,0.0,0.0,neutral or dissatisfied,0.0,1.9
Male,Loyal Customer,33,Personal Travel,Eco,1123.0,2,4,2,3,2,2,2,3,3,2,4,3,2,2,15.0,25.0,neutral or dissatisfied,40.0,2.5
Male,Loyal Customer,28,Business travel,Business,2269.0,4,3,4,3,3,4,2,3,3,4,3,4,4,4,14.0,28.0,neutral or dissatisfied,42.0,3.4
Male,Loyal Customer,22,Business travel,Eco,293.0,4,4,3,2,4,3,4,4,4,4,4,3,4,4,0.0,0.0,neutral or dissatisfied,0.0,3.9
Female,Loyal Customer,29,Business travel,Eco,379.0,3,3,2,4,2,2,2,0,2,1,3,3,2,2,9.0,16.0,neutral or dissatisfied,25.0,2.0
Female,Loyal Customer,81,Business travel,Eco,249.0,4,5,3,3,0,3,1,1,1,0,5,2,1,1,0.0,0.0,neutral or dissatisfied,0.0,1.6
Female,Loyal Customer,24,Personal Travel,Eco,843.0,2,5,3,3,2,3,2,2,4,2,4,4,2,3,0.0,0.0,neutral or dissatisfied,0.0,2.7
Male,Loyal Customer,32,Personal Travel,Eco,1108.0,2,5,2,3,4,3,3,4,3,2,2,2,4,4,12.0,17.0,satisfied,29.0,3.0
Female,Loyal Customer,81,Personal Travel,Eco,1670.0,2,4,2,4,3,3,3,2,2,3,5,2,3,3,0.0,0.0,neutral or dissatisfied,0.0,2.8
Female,Loyal Customer,48,Personal Travel,Business,706.0,4,5,4,3,4,4,4,5,4,3,4,3,3,4,10.0,0.0,satisfied,10.0,3.8
Male,Loyal Customer,45,Business travel,Business,522.0,5,5,5,2,3,5,3,3,2,3,4,3,4,3,0.0,0.0,neutral or dissatisfied,0.0,3.3
Male,Loyal Customer,48,Business travel,Eco,654.0,2,2,2,2,1,1,1,1,0,2,2,4,2,3,0.0,0.0,satisfied,0.0,1.8
Female,Loyal Customer,42,Business travel,Business,1231.0,4,5,4,3,5,5,3,4,4,5,4,4,4,4,11.0,0.0,satisfied,11.0,4.1
Female,Loyal Customer,32,Business travel,Eco,408.0,2,4,2,3,2,2,2,1,2,1,4,3,1,2,14.0,0.0,neutral or dissatisfied,14.0,2.0
Female,Loyal Customer,44,Personal Travel,Eco,281.0,3,4,3,2,3,2,2,3,3,3,3,3,2,3,0.0,0.0,neutral or dissatisfied,0.0,2.8
Male,Loyal Customer,48,Business travel,Business,2191.0,4,5,3,4,5,4,5,4,5,4,4,3,4,3,1.0,10.0,satisfied,11.0,4.1
Female,disloyal Customer,14,Business travel,Eco Plus,2061.0,4,4,4,3,3,2,3,3,4,2,1,4,2,3,21.0,12.0,neutral or dissatisfied,33.0,2.9
Female,disloyal Customer,33,Business travel,Business,1011.0,5,5,4,5,3,4,3,3,4,3,5,1,3,4,1.0,20.0,neutral or dissatisfied,21.0,3.4
Female,Loyal Customer,14,Business travel,Business,2364.0,3,5,4,4,3,5,3,4,4,4,1,3,5,4,13.0,10.0,satisfied,23.0,3.4
Male,Loyal Customer,26,Personal Travel,Eco,925.0,2,2,1,5,3,2,4,3,4,1,5,4,4,3,32.5,40.0,neutral or dissatisfied,72.5,3.3
Female,Loyal Customer,47,Personal Travel,Eco,1101.0,3,5,4,3,1,4,1,0,1,0,2,3,0,1,1.0,0.0,neutral or dissatisfied,1.0,1.2
Male,Loyal Customer,33,Business travel,Business,352.0,4,4,5,2,2,5,4,4,5,2,3,4,2,3,32.5,40.0,satisfied,72.5,3.3
Female,disloyal Customer,36,Personal Travel,Eco,1357.0,2,4,2,2,1,3,2,2,2,2,3,2,2,2,0.0,0.0,satisfied,0.0,2.0
Male,Loyal Customer,7,Business travel,Business,296.0,4,4,4,3,4,4,4,4,3,4,4,3,4,3,15.0,28.0,satisfied,43.0,3.7
Male,Loyal Customer,19,Business travel,Business,218.0,3,4,4,4,4,3,4,5,5,4,4,2,5,5,0.0,0.0,satisfied,0.0,4.1
Male,Loyal Customer,22,Business travel,Eco,846.0,3,3,4,3,2,4,0,1,1,1,4,2,1,1,12.0,10.0,neutral or dissatisfied,22.0,1.6
Female,Loyal Customer,14,Personal Travel,Eco Plus,719.0,2,4,2,2,1,2,1,0,2,2,4,3,1,1,0.0,0.0,satisfied,0.0,1.7
Female,Loyal Customer,42,Personal Travel,Eco,1008.0,4,3,3,5,3,4,3,3,4,3,4,3,3,3,2.0,22.0,neutral or dissatisfied,24.0,3.3
Male,Loyal Customer,41,Business travel,Business,681.0,4,5,4,3,4,3,3,3,3,3,3,1,3,3,0.0,0.0,satisfied,0.0,3.0
Female,Loyal Customer,52,Personal Travel,Eco,771.0,1,1,1,2,1,2,1,1,2,1,2,2,2,2,0.0,0.0,neutral or dissatisfied,0.0,1.5
Male,Loyal Customer,59,Personal Travel,Eco,2678.5,2,3,2,3,3,2,4,2,3,2,3,2,3,2,0.0,0.0,satisfied,0.0,2.6
Male,Loyal Customer,61,Personal Travel,Eco,228.0,1,4,2,2,3,2,3,3,3,4,5,5,4,3,2.0,0.0,neutral or dissatisfied,2.0,3.4
Female,disloyal Customer,45,Business travel,Business,1203.0,5,5,5,2,4,5,3,4,4,4,4,4,3,4,9.0,13.0,neutral or dissatisfied,22.0,3.9
Female,Loyal Customer,43,Business travel,Business,1473.0,4,5,3,3,3,2,3,4,4,2,4,3,3,3,4.0,7.0,neutral or dissatisfied,11.0,3.3
Female,Loyal Customer,44,Business travel,Eco,779.0,3,4,3,2,1,2,2,1,1,1,4,2,0,2,32.5,40.0,neutral or dissatisfied,72.5,1.7
Female,Loyal Customer,25,Personal Travel,Business,969.0,4,5,5,2,4,5,4,4,3,3,4,2,5,5,5.0,0.0,satisfied,5.0,3.8
Female,Loyal Customer,44,Business travel,Business,798.0,4,5,4,1,5,3,5,5,5,4,2,3,5,5,7.0,1.0,satisfied,8.0,4.3
Male,Loyal Customer,32,Business travel,Business,695.0,4,4,4,3,4,5,4,4,3,3,3,5,4,3,0.0,0.0,satisfied,0.0,3.7
Male,Loyal Customer,22,Personal Travel,Business,787.0,3,5,4,4,4,4,4,4,4,3,4,5,4,4,6.0,2.0,satisfied,8.0,3.9
Female,Loyal Customer,13,Business travel,Business,676.0,3,2,3,3,4,4,4,4,4,3,1,3,4,3,1.0,0.0,neutral or dissatisfied,1.0,3.3
Female,Loyal Customer,7,Business travel,Eco,832.0,3,3,3,3,2,3,3,3,2,2,3,3,2,2,1.0,13.0,neutral or dissatisfied,14.0,2.5
Female,Loyal Customer,36,Personal Travel,Eco,365.0,2,4,2,2,4,2,4,3,2,4,4,3,3,2,9.0,0.0,satisfied,9.0,3.1
Female,Loyal Customer,30,Business travel,Eco,862.0,2,4,2,2,2,2,2,2,2,2,5,3,3,2,1.0,0.0,neutral or dissatisfied,1.0,2.5
Male,Loyal Customer,29,Business travel,Eco,598.0,1,3,2,2,4,2,3,4,5,3,3,1,4,4,0.0,0.0,neutral or dissatisfied,0.0,3.2
Female,disloyal Customer,23,Business travel,Business,1498.0,5,5,5,5,4,5,4,4,4,4,3,2,3,4,0.0,0.0,satisfied,0.0,3.7
Female,Loyal Customer,32,Business travel,Business,790.0,4,5,5,2,5,4,5,3,5,4,4,4,5,4,0.0,0.0,satisfied,0.0,4.3
Male,Loyal Customer,24,Business travel,Eco,1622.0,1,3,2,2,3,2,3,2,1,3,4,3,2,3,31.0,37.0,neutral or dissatisfied,68.0,2.5
Female,Loyal Customer,41,Business travel,Business,2678.5,4,4,5,1,2,4,2,2,2,2,4,3,3,2,9.0,17.0,neutral or dissatisfied,26.0,2.6
Male,Loyal Customer,51,Business travel,Business,1390.0,4,5,5,4,3,4,4,4,3,4,3,3,4,4,0.0,0.0,satisfied,0.0,3.6
Female,Loyal Customer,33,Business travel,Business,1815.0,4,4,4,4,5,3,4,4,3,3,4,4,3,4,9.0,37.0,satisfied,46.0,3.8
Male,Loyal Customer,56,Personal Travel,Eco Plus,764.0,5,5,3,2,5,4,2,2,3,4,3,3,4,3,8.0,0.0,satisfied,8.0,3.4
Male,Loyal Customer,28,Business travel,Business,2262.0,3,5,4,2,3,3,3,4,4,2,3,4,4,4,1.0,0.0,satisfied,1.0,3.4
Male,Loyal Customer,11,Personal Travel,Eco,2473.0,1,4,2,3,1,2,2,2,2,1,3,2,1,1,21.0,24.0,neutral or dissatisfied,45.0,1.6
Female,disloyal Customer,60,Personal Travel,Eco,1089.0,4,3,2,3,3,2,3,3,3,2,3,4,3,2,0.0,0.0,satisfied,0.0,3.0
Male,Loyal Customer,9,Personal Travel,Eco,1354.0,4,3,4,1,1,2,1,0,2,1,2,4,3,1,4.0,2.0,neutral or dissatisfied,6.0,1.9
Female,Loyal Customer,32,Business travel,Business,1513.0,4,5,5,4,4,5,5,5,4,4,4,3,4,5,0.0,0.0,satisfied,0.0,4.2
Female,Loyal Customer,52,Business travel,Business,996.0,4,5,5,4,3,5,3,3,3,3,3,3,3,4,13.0,21.0,satisfied,34.0,3.2
Female,Loyal Customer,59,Business travel,Business,366.0,4,4,5,2,3,4,3,4,4,3,3,3,3,4,8.0,15.0,satisfied,23.0,3.4
Male,Loyal Customer,38,Business travel,Eco,2678.5,4,4,2,4,2,3,1,0,2,0,5,4,2,1,16.0,11.0,neutral or dissatisfied,27.0,2.1
Female,Loyal Customer,31,Business travel,Eco Plus,402.0,4,4,4,3,3,4,2,3,3,2,5,3,3,2,0.0,0.0,satisfied,0.0,3.0
Male,Loyal Customer,71,Personal Travel,Eco Plus,1244.0,3,4,2,3,5,3,3,3,3,3,3,4,4,4,0.0,0.0,satisfied,0.0,3.5
Male,Loyal Customer,54,Business travel,Business,2005.0,4,4,4,3,4,4,4,4,4,3,3,3,3,3,16.0,9.0,satisfied,25.0,3.5
Female,disloyal Customer,56,Business travel,Business,1341.0,4,4,4,3,4,5,4,4,4,3,2,1,3,4,9.0,10.0,neutral or dissatisfied,19.0,3.3
Female,disloyal Customer,47,Personal Travel,Eco,813.0,4,2,3,4,2,4,4,3,4,3,5,4,4,4,2.0,3.0,neutral or dissatisfied,5.0,3.7
Female,Loyal Customer,49,Personal Travel,Business,1776.0,4,5,5,5,4,4,5,5,4,4,4,5,5,5,1.0,0.0,satisfied,1.0,4.5
Female,Loyal Customer,44,Personal Travel,Eco Plus,658.0,2,4,4,2,2,2,3,3,4,3,2,4,2,2,32.5,40.0,satisfied,72.5,2.7
Female,Loyal Customer,38,Business travel,Business,1461.0,5,5,4,3,2,5,2,3,2,3,2,3,3,3,32.5,40.0,satisfied,72.5,2.8
Female,disloyal Customer,12,Business travel,Business,445.0,4,5,4,2,4,5,3,3,3,4,3,5,3,4,3.0,7.0,satisfied,10.0,3.6
Female,Loyal Customer,20,Business travel,Business,1114.0,5,5,5,2,3,5,5,4,4,4,2,4,4,4,0.0,0.0,satisfied,0.0,3.9
Male,Loyal Customer,50,Business travel,Eco Plus,1218.0,3,4,4,2,3,3,3,4,3,2,2,3,3,3,2.0,15.0,neutral or dissatisfied,17.0,2.9
