Age,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction,Total_Delay,Overall_Service_Score,Class_encoded,Gender_Male,Customer Type_disloyal Customer,Type of Travel_Personal Travel
30,0.9875141884222475,5,5,5,3,5,5,5,4,5,4,2,2,5,5,0.9230769230769231,1.5,satisfied,40.0,4.2,2.0,1.0,1.0,0.0
11,0.6651532349602725,2,3,1,3,2,2,3,3,2,2,5,4,3,1,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.7,0.0,0.0,0.0,0.0
63,0.3598183881952327,2,1,2,3,3,2,1,3,4,2,3,5,2,2,0.7692307692307693,0.9375,neutral or dissatisfied,29.0,2.7,1.0,0.0,1.0,0.0
49,-0.019296254256526674,2,5,2,3,4,3,2,4,4,4,5,3,4,4,0.3076923076923077,0.75,neutral or dissatisfied,20.0,3.6,0.0,0.0,0.0,0.0
34,-0.8172531214528944,5,5,4,3,2,4,3,2,3,3,2,2,3,2,0.46153846153846156,0.625,neutral or dissatisfied,20.0,2.7,2.0,1.0,0.0,0.0
69,0.04880817253121453,1,2,1,4,4,1,3,3,3,4,4,4,4,4,-0.07692307692307693,-0.0625,neutral or dissatisfied,2.0,3.4,0.0,1.0,1.0,0.0
40,0.7377979568671964,4,5,4,3,4,3,4,4,4,3,3,5,4,5,-0.07692307692307693,0.25,satisfied,7.0,4.0,2.0,1.0,1.0,0.0
58,1.2383654937570943,3,3,4,3,4,3,3,3,3,5,4,0,4,4,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.3,2.0,0.0,1.0,0.0
15,-0.7264472190692395,3,5,3,3,3,5,4,3,4,4,3,4,3,3,-0.23076923076923078,-0.0625,satisfied,0.0,3.4,2.0,0.0,0.0,0.0
35,-0.5402951191827469,0,1,1,4,3,2,2,2,3,3,1,5,2,2,-0.23076923076923078,-0.0625,satisfied,0.0,2.3,0.0,0.0,0.0,1.0
36,0.7048808172531215,4,5,4,2,5,5,5,5,5,4,3,3,4,5,-0.23076923076923078,-0.0625,satisfied,0.0,4.3,2.0,1.0,0.0,0.0
25,0.5607264472190693,4,5,1,2,3,2,2,2,2,2,5,4,1,2,-0.07692307692307693,1.4375,neutral or dissatisfied,26.0,2.7,0.0,1.0,0.0,1.0
27,0.6901248581157775,2,3,2,4,2,3,3,3,3,3,3,4,3,2,0.0,0.5625,neutral or dissatisfied,13.0,2.8,0.0,0.0,1.0,1.0
42,-0.27128263337116915,2,4,1,4,3,1,4,4,3,3,3,4,3,3,0.23076923076923078,0.3125,satisfied,12.0,3.2,0.0,0.0,0.0,1.0
37,-0.5493757094211124,2,5,2,4,1,2,2,1,3,1,4,4,1,1,-0.23076923076923078,-0.0625,satisfied,0.0,2.0,0.0,1.0,0.0,1.0
37,-0.1782065834279228,4,4,4,4,1,4,2,1,1,3,3,5,2,2,0.8461538461538461,-0.0625,neutral or dissatisfied,14.0,2.4,1.0,0.0,1.0,0.0
32,0.7264472190692395,0,2,2,2,2,1,2,0,1,1,3,3,1,1,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,1.4,0.0,1.0,1.0,0.0
55,1.3825198637911464,1,2,2,4,3,1,2,2,2,3,4,3,2,3,0.0,0.5625,neutral or dissatisfied,13.0,2.5,0.0,0.0,1.0,1.0
21,0.20771850170261066,2,3,3,4,4,3,5,4,3,3,2,4,4,4,0.7692307692307693,0.125,satisfied,16.0,3.5,2.0,0.0,0.0,0.0
41,-0.5925085130533485,3,2,3,5,3,3,4,4,3,3,3,4,4,4,0.23076923076923078,-0.0625,neutral or dissatisfied,6.0,3.5,2.0,0.0,0.0,0.0
33,-0.1271282633371169,1,1,1,3,3,1,3,3,3,2,3,5,2,2,1.3076923076923077,-0.0625,neutral or dissatisfied,20.0,2.7,0.0,0.0,1.0,0.0
32,1.108967082860386,4,4,4,3,3,5,4,3,4,5,4,3,4,4,-0.23076923076923078,-0.0625,satisfied,0.0,3.8,2.0,0.0,0.0,0.0
7,0.738933030646992,1,4,2,3,2,3,1,1,2,1,4,3,1,1,0.8461538461538461,0.6875,neutral or dissatisfied,26.0,1.7,0.0,1.0,0.0,0.0
39,0.5879682179341658,4,5,5,2,3,5,4,3,4,4,4,3,2,4,-0.15384615384615385,0.5625,satisfied,11.0,3.5,2.0,1.0,1.0,0.0
31,-0.2133938706015891,3,5,3,3,3,3,3,3,3,2,4,3,3,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.0,0.0,0.0,0.0,0.0
44,-0.10102156640181612,2,2,2,1,2,3,3,3,5,4,1,3,4,3,0.23076923076923078,1.0,neutral or dissatisfied,23.0,3.0,0.0,0.0,0.0,1.0
85,2.093643586833144,1,2,2,1,3,2,3,4,3,4,5,3,2,3,0.38461538461538464,0.3125,neutral or dissatisfied,14.0,3.1,0.0,1.0,0.0,1.0
43,1.6356413166855845,4,3,3,4,4,4,4,4,4,4,3,4,4,4,-0.23076923076923078,-0.0625,satisfied,0.0,3.9,2.0,0.0,0.0,0.0
47,-0.13507377979568672,4,5,4,2,4,5,4,4,4,2,3,4,4,4,-0.23076923076923078,-0.0625,satisfied,0.0,3.7,2.0,1.0,1.0,0.0
28,-0.5641316685584563,3,4,3,2,5,3,5,5,3,4,3,3,4,5,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,4.0,2.0,0.0,0.0,0.0
43,-0.5278093076049943,3,5,3,3,3,2,3,3,2,2,2,1,4,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.6,0.0,1.0,0.0,0.0
38,-0.3166855845629966,0,1,1,4,4,1,4,3,3,4,4,1,3,4,0.38461538461538464,1.625,neutral or dissatisfied,35.0,3.0,1.0,1.0,0.0,1.0
28,-0.565266742338252,4,5,4,2,4,4,4,5,5,5,3,4,4,5,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,4.3,2.0,1.0,1.0,0.0
26,-0.5244040862656073,4,5,4,1,3,4,3,4,3,4,3,2,4,3,-0.23076923076923078,-0.0625,satisfied,0.0,3.3,2.0,1.0,1.0,1.0
47,-0.8433598183881952,1,4,1,3,3,1,1,2,2,1,2,3,2,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,1.9,0.0,1.0,0.0,0.0
30,-0.8683314415437003,3,4,3,5,2,3,1,4,2,3,2,3,2,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.5,0.0,0.0,0.0,0.0
26,-0.10896708286038592,3,3,4,1,2,3,2,1,2,1,3,4,3,2,2.269230769230769,2.4375,neutral or dissatisfied,72.5,2.3,0.0,0.0,0.0,0.0
60,0.7604994324631101,4,5,5,1,4,4,4,4,4,3,1,3,4,4,1.0,-0.0625,satisfied,16.0,3.5,2.0,1.0,0.0,0.0
63,-0.12145289443813848,4,3,3,3,3,5,2,2,3,3,3,4,2,2,0.15384615384615385,0.875,neutral or dissatisfied,20.0,2.8,0.0,1.0,0.0,0.0
26,2.093643586833144,3,5,4,5,2,4,4,4,5,3,4,1,3,5,-0.23076923076923078,-0.0625,satisfied,0.0,3.4,2.0,1.0,0.0,0.0
56,-0.026106696935300794,3,3,3,2,3,3,3,3,3,3,5,5,3,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.3,0.0,1.0,0.0,0.0
15,1.312145289443814,4,5,4,2,3,4,4,3,3,3,3,5,5,5,0.38461538461538464,1.0,neutral or dissatisfied,25.0,3.8,2.0,0.0,0.0,0.0
26,2.093643586833144,2,2,1,4,0,1,1,1,2,1,3,2,1,1,0.0,-0.0625,neutral or dissatisfied,3.0,1.4,0.0,1.0,0.0,1.0
22,-0.7888762769580022,3,4,4,4,2,4,3,3,3,3,2,4,3,3,0.0,1.5625,satisfied,29.0,2.9,1.0,1.0,0.0,0.0
32,0.3439273552780931,2,2,2,3,2,1,2,2,2,2,5,3,2,2,-0.07692307692307693,-0.0625,neutral or dissatisfied,2.0,2.4,0.0,0.0,0.0,0.0
40,2.093643586833144,3,3,4,5,2,3,4,4,3,3,3,4,3,3,0.07692307692307693,1.125,neutral or dissatisfied,23.0,3.2,0.0,0.0,0.0,1.0
21,1.3745743473325767,4,5,5,4,3,5,4,4,5,3,0,3,4,4,-0.15384615384615385,0.6875,neutral or dissatisfied,13.0,3.4,2.0,0.0,0.0,0.0
33,0.12258796821793416,4,3,4,2,5,4,4,4,4,4,2,2,4,4,1.3846153846153846,1.3125,satisfied,43.0,3.7,2.0,0.0,0.0,0.0
26,-0.5414301929625426,2,3,3,3,2,2,1,2,2,1,5,4,3,2,0.38461538461538464,1.3125,neutral or dissatisfied,30.0,2.4,0.0,0.0,1.0,0.0
43,0.23496027241770714,4,3,4,2,3,3,4,4,4,4,4,4,3,4,-0.23076923076923078,-0.0625,satisfied,0.0,3.8,2.0,1.0,0.0,0.0
42,-0.06583427922814983,4,4,5,3,1,4,2,1,2,3,3,5,2,1,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.4,0.0,0.0,1.0,1.0
61,-0.12939841089670828,4,5,4,3,3,4,4,3,3,3,4,2,4,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.3,2.0,1.0,0.0,0.0
14,-0.8138479001135074,3,4,3,3,4,4,4,4,4,5,3,3,4,4,2.269230769230769,2.4375,satisfied,72.5,3.8,2.0,1.0,0.0,0.0
57,2.089670828603859,2,3,3,1,2,2,3,2,2,2,5,4,3,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.8,0.0,1.0,0.0,0.0
57,-0.33598183881952326,4,4,4,4,3,3,3,3,3,2,2,4,3,4,0.07692307692307693,-0.0625,satisfied,4.0,3.1,2.0,1.0,0.0,0.0
32,-0.21679909194097616,4,5,5,4,5,5,4,3,3,2,4,2,3,4,1.0769230769230769,0.4375,neutral or dissatisfied,25.0,3.4,1.0,0.0,1.0,0.0
34,-0.8217934165720772,5,4,5,1,3,5,3,3,4,3,5,2,5,3,0.07692307692307693,-0.0625,satisfied,4.0,3.6,2.0,0.0,1.0,0.0
45,-0.2905788876276958,4,4,5,5,4,5,4,4,4,3,3,4,4,3,1.5384615384615385,1.0625,satisfied,41.0,3.7,2.0,0.0,0.0,0.0
55,2.093643586833144,5,5,5,3,5,5,4,4,5,4,4,3,4,5,1.9230769230769231,0.5625,satisfied,38.0,4.3,2.0,1.0,0.0,0.0
9,0.5244040862656073,5,5,4,1,4,5,5,5,5,5,3,5,5,5,-0.23076923076923078,-0.0625,satisfied,0.0,4.7,2.0,1.0,0.0,0.0
33,0.2996594778660613,3,3,4,4,1,3,1,1,0,1,3,4,1,0,0.3076923076923077,0.6875,neutral or dissatisfied,19.0,1.5,0.0,0.0,1.0,1.0
46,1.4824063564131669,2,5,3,5,3,3,3,3,3,3,4,5,3,3,1.1538461538461537,1.3125,neutral or dissatisfied,40.0,3.2,0.0,1.0,0.0,1.0
41,0.9897843359818388,1,3,2,3,2,1,3,3,3,2,3,3,2,2,0.7692307692307693,0.375,neutral or dissatisfied,20.0,2.4,0.0,0.0,0.0,0.0
40,-0.49716231555051077,1,3,2,4,3,2,3,3,3,1,4,3,4,3,2.269230769230769,1.6875,neutral or dissatisfied,60.5,2.8,0.0,1.0,1.0,1.0
16,0.20885357548240635,3,3,4,3,3,3,2,1,1,2,2,3,3,1,1.3846153846153846,0.8125,neutral or dissatisfied,35.0,2.1,0.0,1.0,1.0,0.0
32,0.2542565266742338,2,3,2,2,2,1,3,3,3,2,2,2,3,4,0.46153846153846156,0.625,satisfied,20.0,2.6,0.0,1.0,0.0,1.0
34,-0.565266742338252,4,4,3,5,3,3,3,3,3,2,4,3,2,3,0.07692307692307693,0.1875,neutral or dissatisfied,8.0,3.0,0.0,0.0,0.0,1.0
27,-0.4585698070374574,3,4,3,3,4,3,3,3,3,2,4,2,2,3,0.8461538461538461,0.75,neutral or dissatisfied,27.0,2.9,0.0,1.0,0.0,1.0
57,-0.49375709421112374,3,2,3,3,5,3,5,4,5,4,5,3,4,4,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,4.2,2.0,0.0,0.0,1.0
34,-0.7082860385925085,3,4,3,2,4,3,5,5,4,5,3,4,5,5,1.6923076923076923,2.4375,satisfied,65.0,4.3,2.0,1.0,0.0,1.0
27,-0.2656072644721907,3,4,4,4,4,4,5,5,4,4,1,3,4,5,0.46153846153846156,-0.0625,neutral or dissatisfied,9.0,3.8,2.0,1.0,1.0,0.0
69,-0.9114642451759364,2,3,2,3,2,3,2,1,2,3,2,5,2,1,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.2,0.0,1.0,0.0,1.0
47,1.2553916004540295,5,4,5,3,4,3,3,3,3,3,4,4,4,4,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.7,1.0,0.0,1.0,0.0
42,0.16572077185017026,5,4,4,4,4,4,5,5,4,5,4,2,5,5,-0.15384615384615385,-0.0625,neutral or dissatisfied,1.0,4.4,2.0,0.0,0.0,0.0
38,0.8308740068104427,4,5,4,3,4,4,5,5,4,4,3,2,5,4,-0.23076923076923078,-0.0625,satisfied,0.0,4.0,2.0,0.0,0.0,0.0
30,0.5754824063564131,5,5,5,2,5,4,4,5,5,4,3,3,4,5,-0.23076923076923078,-0.0625,satisfied,0.0,4.3,2.0,1.0,1.0,0.0
27,1.6208853575482407,5,5,5,2,4,5,3,3,3,4,3,2,3,3,0.6153846153846154,0.875,satisfied,26.0,3.3,2.0,0.0,0.0,0.0
22,0.963677639046538,2,4,3,3,1,2,1,2,2,1,3,4,2,2,-0.15384615384615385,0.125,neutral or dissatisfied,4.0,2.0,0.0,1.0,0.0,0.0
35,-0.014755959137343927,2,4,2,3,2,2,2,2,2,1,5,3,3,2,0.6923076923076923,1.4375,neutral or dissatisfied,36.0,2.4,0.0,0.0,0.0,0.0
17,-0.11237230419977298,3,5,5,2,4,3,4,4,3,3,4,2,4,3,-0.23076923076923078,-0.0625,satisfied,0.0,3.4,2.0,1.0,0.0,0.0
53,-0.028376844494892167,4,3,3,3,5,3,5,5,5,4,3,4,5,5,0.07692307692307693,0.875,satisfied,19.0,4.5,2.0,1.0,0.0,0.0
30,0.6322360953461975,5,4,5,4,3,4,3,2,3,3,2,5,4,3,0.3076923076923077,0.875,satisfied,22.0,3.3,2.0,1.0,0.0,0.0
53,0.4029511918274688,2,3,2,1,4,3,3,2,3,3,3,3,3,3,-0.23076923076923078,-0.0625,satisfied,0.0,2.9,0.0,0.0,1.0,0.0
27,0.6889897843359818,1,2,2,4,4,2,2,2,2,2,3,4,2,2,0.0,0.3125,neutral or dissatisfied,9.0,2.4,0.0,0.0,1.0,1.0
46,-0.6072644721906924,3,4,4,1,4,3,5,5,4,4,4,3,5,5,0.23076923076923078,0.625,neutral or dissatisfied,17.0,4.2,2.0,0.0,0.0,0.0
19,-0.4858115777525539,2,3,1,3,2,1,2,3,3,3,3,3,3,2,0.6153846153846154,1.25,neutral or dissatisfied,32.0,2.6,0.0,0.0,0.0,0.0
30,1.3416572077185016,3,5,3,4,5,3,4,5,4,4,4,3,4,4,-0.23076923076923078,-0.0625,satisfied,0.0,4.0,2.0,1.0,0.0,1.0
32,-0.6617480136208853,1,3,2,3,2,1,3,2,3,3,3,3,2,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.5,0.0,0.0,0.0,1.0
44,-0.7116912599318955,3,4,4,2,4,4,3,5,4,4,3,3,3,4,1.9230769230769231,1.25,neutral or dissatisfied,49.0,3.6,2.0,1.0,1.0,0.0
21,0.5334846765039728,2,4,2,3,3,1,2,1,2,3,4,2,3,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.4,0.0,1.0,0.0,0.0
62,-0.09080590238365494,4,3,2,3,1,3,1,1,2,1,4,5,0,0,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,1.9,0.0,0.0,1.0,0.0
40,0.7684449489216799,2,5,2,3,3,3,3,2,2,1,4,2,2,3,-0.07692307692307693,0.125,neutral or dissatisfied,5.0,2.4,0.0,0.0,0.0,1.0
39,-0.15664018161180476,2,4,2,4,3,1,3,3,4,3,4,2,4,3,1.5384615384615385,-0.0625,neutral or dissatisfied,23.0,3.1,0.0,1.0,0.0,1.0
18,0.8024971623155505,2,3,1,3,3,2,3,3,4,2,3,5,3,4,1.3076923076923077,1.1875,neutral or dissatisfied,40.0,3.2,1.0,0.0,1.0,1.0
45,1.2905788876276958,2,4,2,2,4,2,4,4,3,3,5,4,4,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.6,1.0,1.0,0.0,1.0
56,-0.019296254256526674,3,5,4,1,2,3,2,2,2,2,3,4,2,1,0.23076923076923078,0.25,neutral or dissatisfied,11.0,2.3,0.0,0.0,1.0,1.0
26,0.05221339387060159,4,5,3,3,2,4,1,3,2,2,5,4,2,2,1.0769230769230769,0.5,neutral or dissatisfied,26.0,2.7,1.0,1.0,1.0,0.0
31,0.014755959137343927,3,4,2,4,3,2,2,2,2,2,5,2,2,2,0.7692307692307693,1.25,neutral or dissatisfied,34.0,2.5,0.0,0.0,0.0,0.0
36,1.1793416572077184,4,3,4,4,3,5,3,4,3,2,5,3,3,3,0.5384615384615384,0.625,satisfied,21.0,3.3,2.0,1.0,0.0,0.0
35,-0.322360953461975,5,5,5,3,5,4,5,5,4,4,4,4,5,5,0.0,-0.0625,satisfied,3.0,4.6,2.0,0.0,0.0,0.0
26,-0.7729852440408627,4,5,4,4,2,3,5,3,4,4,2,2,4,4,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.4,2.0,1.0,1.0,0.0
46,2.093643586833144,3,4,4,3,2,4,3,2,2,3,4,3,3,2,1.1538461538461537,1.75,satisfied,47.0,2.7,0.0,1.0,1.0,0.0
58,1.1010215664018161,3,2,3,1,0,3,1,1,1,0,3,3,0,0,1.3846153846153846,1.9375,neutral or dissatisfied,53.0,1.2,0.0,0.0,0.0,1.0
39,-0.5073779795686719,4,2,4,2,3,3,4,4,4,4,3,3,4,4,0.5384615384615384,1.0,satisfied,27.0,3.7,2.0,1.0,0.0,0.0
26,-0.2814982973893303,1,3,0,3,3,1,2,1,3,3,4,3,2,3,1.7692307692307692,1.0,neutral or dissatisfied,43.0,2.5,0.0,0.0,0.0,1.0
23,-0.36662883087400683,2,1,3,4,0,3,1,1,2,2,2,3,1,1,-0.15384615384615385,0.75,neutral or dissatisfied,14.0,1.5,0.0,1.0,0.0,1.0
76,-0.4642451759364359,3,3,2,2,3,3,2,2,2,2,3,2,2,2,0.0,0.3125,neutral or dissatisfied,9.0,2.3,0.0,1.0,0.0,0.0
33,-0.42565266742338254,3,2,4,3,4,2,4,4,4,3,3,2,5,4,-0.23076923076923078,-0.0625,satisfied,0.0,3.6,2.0,1.0,1.0,0.0
48,-0.5607264472190693,4,5,4,3,4,5,4,4,4,4,4,2,2,3,0.5384615384615384,1.0,neutral or dissatisfied,27.0,3.5,2.0,0.0,0.0,0.0
15,-0.12485811577752554,2,4,4,3,4,2,4,2,2,3,2,3,4,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.9,0.0,0.0,0.0,1.0
29,-0.20771850170261066,3,4,2,3,1,2,2,2,1,2,3,3,1,1,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,1.9,0.0,1.0,0.0,1.0
56,-0.14755959137343927,4,4,3,2,3,3,4,4,4,3,4,4,4,4,-0.23076923076923078,-0.0625,satisfied,0.0,3.8,1.0,1.0,0.0,0.0
27,-0.4767309875141884,5,5,4,4,5,4,5,4,3,3,3,4,3,5,0.23076923076923078,1.4375,satisfied,30.0,4.0,2.0,0.0,0.0,0.0
28,0.282633371169126,3,4,2,4,3,4,3,4,3,2,5,2,3,2,0.38461538461538464,0.25,neutral or dissatisfied,13.0,3.0,0.0,0.0,1.0,1.0
45,0.02383654937570942,4,3,4,4,4,4,5,5,4,3,1,2,5,4,0.46153846153846156,0.6875,neutral or dissatisfied,21.0,3.7,2.0,0.0,0.0,0.0
30,0.01021566401816118,4,3,3,4,4,5,3,2,3,4,3,4,3,3,-0.15384615384615385,-0.0625,satisfied,1.0,3.3,2.0,1.0,0.0,0.0
48,-0.5766174801362088,5,5,5,4,3,5,3,3,3,3,3,4,3,3,-0.23076923076923078,-0.0625,satisfied,0.0,3.3,2.0,0.0,0.0,0.0
30,1.3813847900113507,4,4,3,4,3,3,3,4,4,2,2,5,4,4,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.5,2.0,1.0,0.0,0.0
38,-0.7741203178206584,2,2,2,3,5,1,4,5,5,3,5,2,5,5,-0.23076923076923078,-0.0625,satisfied,0.0,4.1,1.0,1.0,0.0,1.0
50,-0.024971623155505107,3,4,3,5,4,3,4,4,4,3,3,2,3,4,0.23076923076923078,0.75,neutral or dissatisfied,19.0,3.4,1.0,1.0,1.0,0.0
33,0.5209988649262202,0,5,1,3,3,0,3,3,4,3,4,5,4,3,0.6153846153846154,0.4375,neutral or dissatisfied,19.0,3.2,0.0,0.0,0.0,1.0
21,0.40749148694665155,0,4,2,2,1,1,1,1,0,1,3,4,1,1,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,1.3,0.0,1.0,0.0,1.0
33,0.3314415437003405,3,5,4,4,3,4,5,4,4,4,4,2,5,4,-0.23076923076923078,-0.0625,satisfied,0.0,3.8,2.0,0.0,0.0,0.0
25,-0.6038592508513053,2,5,3,4,2,4,3,2,3,2,4,2,2,2,2.269230769230769,2.4375,neutral or dissatisfied,72.5,2.4,1.0,0.0,0.0,1.0
33,0.2599318955732123,4,5,3,3,4,4,5,5,5,4,2,5,5,5,1.8461538461538463,2.4375,satisfied,67.0,4.4,2.0,1.0,0.0,0.0
40,0.4880817253121453,4,4,2,4,3,4,3,2,2,3,3,5,3,3,-0.15384615384615385,0.4375,satisfied,9.0,3.1,0.0,1.0,0.0,0.0
40,-0.376844494892168,3,5,2,4,3,4,2,2,3,3,4,3,3,3,2.076923076923077,2.1875,neutral or dissatisfied,66.0,2.9,1.0,0.0,0.0,0.0
54,0.8093076049943246,1,2,1,2,2,1,2,2,3,1,5,4,2,1,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.3,0.0,1.0,1.0,1.0
28,-0.5788876276958003,3,2,3,3,2,3,3,2,2,4,5,5,3,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.1,0.0,1.0,0.0,1.0
40,-0.44721906923950056,3,4,3,2,3,3,3,3,4,3,5,3,3,4,-0.15384615384615385,-0.0625,satisfied,1.0,3.4,1.0,0.0,0.0,0.0
61,1.2326901248581157,3,4,2,2,3,3,2,3,1,2,4,3,2,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.5,0.0,0.0,0.0,0.0
45,-0.5641316685584563,3,4,3,1,1,4,2,0,2,1,3,2,3,2,-0.23076923076923078,-0.0625,satisfied,0.0,1.9,0.0,1.0,1.0,1.0
54,0.16004540295119182,5,4,5,2,4,5,5,4,5,5,3,1,4,4,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,4.0,2.0,1.0,0.0,0.0
39,0.43246311010215666,3,3,5,2,2,3,4,5,4,4,4,2,5,5,-0.23076923076923078,-0.0625,satisfied,0.0,3.8,2.0,1.0,1.0,0.0
52,1.2292849035187288,4,3,4,3,3,4,4,4,4,4,3,4,3,4,-0.07692307692307693,0.3125,satisfied,8.0,3.7,2.0,1.0,0.0,0.0
37,0.20771850170261066,4,4,4,3,4,3,4,4,4,4,0,2,4,5,-0.23076923076923078,-0.0625,satisfied,0.0,3.5,2.0,0.0,1.0,0.0
19,2.093643586833144,4,5,5,2,5,3,5,5,4,5,3,3,5,5,0.6153846153846154,0.3125,satisfied,17.0,4.4,2.0,0.0,0.0,0.0
50,-0.2542565266742338,3,3,4,4,3,3,2,2,2,2,1,3,3,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.4,0.0,0.0,0.0,0.0
46,0.6685584562996595,3,5,3,2,3,3,4,4,2,3,4,1,4,4,0.15384615384615385,-0.0625,neutral or dissatisfied,5.0,3.2,1.0,0.0,0.0,1.0
41,-0.717366628830874,3,2,3,3,1,3,2,1,1,2,3,4,1,1,2.269230769230769,2.4375,neutral or dissatisfied,72.5,1.9,0.0,1.0,0.0,1.0
26,0.2576617480136209,2,2,1,2,4,2,3,3,3,3,4,2,4,3,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,3.1,0.0,0.0,0.0,0.0
63,-0.009080590238365494,2,4,2,3,2,2,1,0,1,2,2,2,2,2,2.269230769230769,2.0,neutral or dissatisfied,65.5,1.6,0.0,0.0,0.0,1.0
52,0.11010215664018161,1,3,1,3,2,1,2,2,3,2,3,3,2,3,0.9230769230769231,1.5,satisfied,40.0,2.3,0.0,1.0,0.0,0.0
30,-0.5629965947786606,2,3,1,2,2,2,3,2,2,1,3,3,2,2,-0.15384615384615385,0.1875,neutral or dissatisfied,5.0,2.2,0.0,0.0,0.0,1.0
61,0.2849035187287174,4,3,3,2,3,5,3,4,3,3,2,4,3,3,0.07692307692307693,-0.0625,satisfied,4.0,3.2,2.0,0.0,0.0,0.0
61,0.5425652667423383,5,5,4,2,4,5,4,5,4,3,3,4,4,4,2.269230769230769,2.25,satisfied,69.5,4.0,2.0,1.0,0.0,0.0
37,0.28603859250851305,4,5,5,5,4,5,5,5,4,5,3,2,5,5,-0.23076923076923078,-0.0625,satisfied,0.0,4.2,2.0,1.0,1.0,0.0
27,0.22814982973893302,4,5,5,3,2,5,3,3,2,2,4,4,3,3,-0.15384615384615385,0.875,satisfied,16.0,3.0,2.0,0.0,0.0,0.0
47,-0.337116912599319,3,5,3,2,2,2,2,2,3,1,2,1,2,2,2.269230769230769,2.4375,neutral or dissatisfied,72.5,2.0,0.0,1.0,0.0,1.0
37,-0.7150964812712827,4,5,4,5,4,3,4,4,4,4,4,1,3,4,2.1538461538461537,1.875,satisfied,62.0,3.6,2.0,1.0,1.0,0.0
80,0.7832009080590239,2,3,2,4,3,1,3,3,3,2,3,4,4,3,0.38461538461538464,-0.0625,neutral or dissatisfied,8.0,3.0,0.0,1.0,0.0,0.0
25,-0.8592508513053349,4,5,4,2,3,4,2,3,2,3,3,3,3,2,2.269230769230769,2.0625,neutral or dissatisfied,66.5,2.8,0.0,0.0,0.0,0.0
63,0.33825198637911463,2,4,2,2,2,3,3,2,2,1,4,2,3,2,0.7692307692307693,0.5,neutral or dissatisfied,22.0,2.3,0.0,1.0,0.0,1.0
34,-0.20771850170261066,3,5,5,4,5,3,4,4,5,2,4,3,3,5,-0.23076923076923078,-0.0625,satisfied,0.0,3.8,2.0,0.0,0.0,0.0
36,0.04540295119182747,2,4,3,3,3,1,1,2,2,2,4,5,4,1,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.6,0.0,0.0,0.0,1.0
27,1.2372304199772985,2,2,1,2,2,1,2,2,1,2,4,3,1,2,-0.23076923076923078,-0.0625,neutral or dissatisfied,0.0,2.1,0.0,0.0,0.0,1.0
42,-0.623155505107832,3,5,1,4,0,2,1,3,2,1,5,5,1,1,0.38461538461538464,-0.0625,neutral or dissatisfied,8.0,2.2,0.0,1.0,0.0,1.0
27,-0.1271282633371169,3,3,3,2,3,3,3,4,4,2,3,3,5,3,-0.23076923076923078,-0.0625,satisfied,0.0,3.3,2.0,1.0,0.0,0.0
37,-0.7457434733257662,3,3,3,3,2,3,2,2,3,3,4,3,2,3,-0.07692307692307693,-0.0625,neutral or dissatisfied,2.0,2.7,0.0,1.0,0.0,1.0
